store_id,item_id,wm_yr_wk,sell_price
CA_1,HOBBIES_2_001,11618,5.47
CA_1,HOBBIES_2_001,11619,5.47
CA_1,HOBBIES_2_001,11620,5.47
CA_1,HOBBIES_2_001,11621,5.47
CA_1,HOUSEHOLD_1_001,11521,5.97
CA_1,HOUSEHOLD_1_001,11522,5.97
CA_1,HOUSEHOLD_1_001,11523,5.97
CA_1,HOUSEHOLD_1_001,11524,5.97
CA_1,HOUSEHOLD_1_001,11525,5.97
CA_1,HOUSEHOLD_1_001,11526,5.97
CA_1,HOUSEHOLD_1_001,11527,5.97
CA_1,HOUSEHOLD_1_001,11528,5.97
CA_1,HOUSEHOLD_1_001,11529,5.97
CA_1,HOUSEHOLD_1_001,11530,5.97
CA_1,HOUSEHOLD_1_001,11531,5.97
CA_1,HOUSEHOLD_1_001,11532,5.97
CA_1,HOUSEHOLD_1_001,11533,5.97
CA_1,HOUSEHOLD_1_001,11534,5.97
CA_1,HOUSEHOLD_1_001,11535,5.97
CA_1,HOUSEHOLD_1_001,11536,5.97
CA_1,HOUSEHOLD_1_001,11537,5.97
CA_1,HOUSEHOLD_1_001,11538,5.97
CA_1,HOUSEHOLD_1_001,11539,5.97
CA_1,HOUSEHOLD_1_001,11540,5.97
CA_1,HOUSEHOLD_1_001,11541,5.97
CA_1,HOUSEHOLD_1_001,11542,5.97
CA_1,HOUSEHOLD_1_001,11543,5.97
CA_1,HOUSEHOLD_1_001,11544,5.97
CA_1,HOUSEHOLD_1_001,11545,5.97
CA_1,HOUSEHOLD_1_001,11546,5.97
CA_1,HOUSEHOLD_1_001,11547,5.97
CA_1,HOUSEHOLD_1_001,11548,5.97
CA_1,HOUSEHOLD_1_001,11549,5.97
CA_1,HOUSEHOLD_1_001,11550,5.97
CA_1,HOUSEHOLD_1_001,11551,5.97
CA_1,HOUSEHOLD_1_001,11552,5.97
CA_1,HOUSEHOLD_1_001,11601,5.97
CA_1,HOUSEHOLD_1_001,11602,5.97
CA_1,HOUSEHOLD_1_001,11603,5.97
CA_1,HOUSEHOLD_1_001,11604,5.97
CA_1,HOUSEHOLD_1_001,11605,5.97
CA_1,HOUSEHOLD_1_001,11606,5.97
CA_1,HOUSEHOLD_1_001,11607,5.97
CA_1,HOUSEHOLD_1_001,11608,5.97
CA_1,HOUSEHOLD_1_001,11609,5.97
CA_1,HOUSEHOLD_1_001,11610,5.97
CA_1,HOUSEHOLD_1_001,11611,5.97
CA_1,HOUSEHOLD_1_001,11612,5.97
CA_1,HOUSEHOLD_1_001,11613,5.97
CA_1,HOUSEHOLD_1_001,11614,5.97
CA_1,HOUSEHOLD_1_001,11615,5.97
CA_1,HOUSEHOLD_1_001,11616,5.97
CA_1,HOUSEHOLD_1_001,11617,5.97
CA_1,HOUSEHOLD_1_001,11618,5.97
CA_1,HOUSEHOLD_1_001,11619,5.97
CA_1,HOUSEHOLD_1_001,11620,5.97
CA_1,HOUSEHOLD_1_001,11621,5.97
CA_1,HOUSEHOLD_2_005,11521,5.47
CA_1,HOUSEHOLD_2_005,11522,5.47
CA_1,HOUSEHOLD_2_005,11523,5.47
CA_1,HOUSEHOLD_2_005,11524,5.47
CA_1,HOUSEHOLD_2_005,11525,5.47
CA_1,HOUSEHOLD_2_005,11526,5.47
CA_1,HOUSEHOLD_2_005,11527,5.47
CA_1,HOUSEHOLD_2_005,11528,5.47
CA_1,HOUSEHOLD_2_005,11529,5.47
CA_1,HOUSEHOLD_2_005,11530,5.47
CA_1,HOUSEHOLD_2_005,11531,5.47
CA_1,HOUSEHOLD_2_005,11532,5.47
CA_1,HOUSEHOLD_2_005,11533,5.47
CA_1,HOUSEHOLD_2_005,11534,5.47
CA_1,HOUSEHOLD_2_005,11535,5.47
CA_1,HOUSEHOLD_2_005,11536,5.47
CA_1,HOUSEHOLD_2_005,11537,5.47
CA_1,HOUSEHOLD_2_005,11538,5.47
CA_1,HOUSEHOLD_2_005,11539,5.47
CA_1,HOUSEHOLD_2_005,11540,5.47
CA_1,HOUSEHOLD_2_005,11541,5.47
CA_1,HOUSEHOLD_2_005,11542,5.47
CA_1,HOUSEHOLD_2_005,11543,5.47
CA_1,HOUSEHOLD_2_005,11544,5.47
CA_1,HOUSEHOLD_2_005,11545,5.47
CA_1,HOUSEHOLD_2_005,11546,5.47
CA_1,HOUSEHOLD_2_005,11547,5.47
CA_1,HOUSEHOLD_2_005,11548,5.47
CA_1,HOUSEHOLD_2_005,11549,5.47
CA_1,HOUSEHOLD_2_005,11550,5.47
CA_1,HOUSEHOLD_2_005,11551,5.47
CA_1,HOUSEHOLD_2_005,11552,5.47
CA_1,HOUSEHOLD_2_005,11601,5.47
CA_1,HOUSEHOLD_2_005,11602,5.47
CA_1,HOUSEHOLD_2_005,11603,5.47
CA_1,HOUSEHOLD_2_005,11604,5.47
CA_1,HOUSEHOLD_2_005,11605,5.47
CA_1,HOUSEHOLD_2_005,11606,5.47
CA_1,HOUSEHOLD_2_005,11607,5.47
CA_1,HOUSEHOLD_2_005,11608,5.47
CA_1,HOUSEHOLD_2_005,11609,5.47
CA_1,HOUSEHOLD_2_005,11610,5.47
CA_1,HOUSEHOLD_2_005,11611,5.47
CA_1,HOUSEHOLD_2_005,11612,5.47
CA_1,HOUSEHOLD_2_005,11613,5.47
CA_1,HOUSEHOLD_2_005,11614,5.47
CA_1,HOUSEHOLD_2_005,11615,5.47
CA_1,HOUSEHOLD_2_005,11616,5.47
CA_1,HOUSEHOLD_2_005,11617,5.47
CA_1,HOUSEHOLD_2_005,11618,5.47
CA_1,HOUSEHOLD_2_005,11619,5.47
CA_1,HOUSEHOLD_2_005,11620,5.47
CA_1,HOUSEHOLD_2_005,11621,5.47
CA_1,FOODS_1_001,11521,2.24
CA_1,FOODS_1_001,11522,2.24
CA_1,FOODS_1_001,11523,2.24
CA_1,FOODS_1_001,11524,2.24
CA_1,FOODS_1_001,11525,2.24
CA_1,FOODS_1_001,11526,2.24
CA_1,FOODS_1_001,11527,2.24
CA_1,FOODS_1_001,11528,2.24
CA_1,FOODS_1_001,11529,2.24
CA_1,FOODS_1_001,11530,2.24
CA_1,FOODS_1_001,11531,2.24
CA_1,FOODS_1_001,11532,2.24
CA_1,FOODS_1_001,11533,2.24
CA_1,FOODS_1_001,11534,2.24
CA_1,FOODS_1_001,11535,2.24
CA_1,FOODS_1_001,11536,2.24
CA_1,FOODS_1_001,11537,2.24
CA_1,FOODS_1_001,11538,2.24
CA_1,FOODS_1_001,11539,2.24
CA_1,FOODS_1_001,11540,2.24
CA_1,FOODS_1_001,11541,2.24
CA_1,FOODS_1_001,11542,2.24
CA_1,FOODS_1_001,11543,2.24
CA_1,FOODS_1_001,11544,2.24
CA_1,FOODS_1_001,11545,2.24
CA_1,FOODS_1_001,11546,2.24
CA_1,FOODS_1_001,11547,2.24
CA_1,FOODS_1_001,11548,2.24
CA_1,FOODS_1_001,11549,2.24
CA_1,FOODS_1_001,11550,2.24
CA_1,FOODS_1_001,11551,2.24
CA_1,FOODS_1_001,11552,2.24
CA_1,FOODS_1_001,11601,2.24
CA_1,FOODS_1_001,11602,2.24
CA_1,FOODS_1_001,11603,2.24
CA_1,FOODS_1_001,11604,2.24
CA_1,FOODS_1_001,11605,2.24
CA_1,FOODS_1_001,11606,2.24
CA_1,FOODS_1_001,11607,2.24
CA_1,FOODS_1_001,11608,2.24
CA_1,FOODS_1_001,11609,2.24
CA_1,FOODS_1_001,11610,2.24
CA_1,FOODS_1_001,11611,2.24
CA_1,FOODS_1_001,11612,2.24
CA_1,FOODS_1_001,11613,2.24
CA_1,FOODS_1_001,11614,2.24
CA_1,FOODS_1_001,11615,2.24
CA_1,FOODS_1_001,11616,2.24
CA_1,FOODS_1_001,11617,2.24
CA_1,FOODS_1_001,11618,2.24
CA_1,FOODS_1_001,11619,2.24
CA_1,FOODS_1_001,11620,2.24
CA_1,FOODS_1_001,11621,2.24
CA_1,FOODS_1_005,11521,3.54
CA_1,FOODS_1_005,11522,3.54
CA_1,FOODS_1_005,11523,3.54
CA_1,FOODS_1_005,11524,3.54
CA_1,FOODS_1_005,11525,3.54
CA_1,FOODS_1_005,11526,3.54
CA_1,FOODS_1_005,11527,3.54
CA_1,FOODS_1_005,11528,3.54
CA_1,FOODS_1_005,11529,3.54
CA_1,FOODS_1_005,11530,3.54
CA_1,FOODS_1_005,11531,3.54
CA_1,FOODS_1_005,11532,3.54
CA_1,FOODS_1_005,11533,3.54
CA_1,FOODS_1_005,11534,3.54
CA_1,FOODS_1_005,11535,3.54
CA_1,FOODS_1_005,11536,3.54
CA_1,FOODS_1_005,11537,3.54
CA_1,FOODS_1_005,11538,3.54
CA_1,FOODS_1_005,11539,3.54
CA_1,FOODS_1_005,11540,3.54
CA_1,FOODS_1_005,11541,3.54
CA_1,FOODS_1_005,11542,3.54
CA_1,FOODS_1_005,11543,3.54
CA_1,FOODS_1_005,11544,3.54
CA_1,FOODS_1_005,11545,3.54
CA_1,FOODS_1_005,11546,3.54
CA_1,FOODS_1_005,11547,3.54
CA_1,FOODS_1_005,11548,3.54
CA_1,FOODS_1_005,11549,3.54
CA_1,FOODS_1_005,11550,3.54
CA_1,FOODS_1_005,11551,3.54
CA_1,FOODS_1_005,11552,3.54
CA_1,FOODS_1_005,11601,3.54
CA_1,FOODS_1_005,11602,3.54
CA_1,FOODS_1_005,11603,3.54
CA_1,FOODS_1_005,11604,3.54
CA_1,FOODS_1_005,11605,3.54
CA_1,FOODS_1_005,11606,3.54
CA_1,FOODS_1_005,11607,3.54
CA_1,FOODS_1_005,11608,3.54
CA_1,FOODS_1_005,11609,3.54
CA_1,FOODS_1_005,11610,3.54
CA_1,FOODS_1_005,11611,3.54
CA_1,FOODS_1_005,11612,3.54
CA_1,FOODS_1_005,11613,3.54
CA_1,FOODS_1_005,11614,3.54
CA_1,FOODS_1_005,11615,3.54
CA_1,FOODS_1_005,11616,3.54
CA_1,FOODS_1_005,11617,3.54
CA_1,FOODS_1_005,11618,3.54
CA_1,FOODS_1_005,11619,3.54
CA_1,FOODS_1_005,11620,3.54
CA_1,FOODS_1_005,11621,3.54
CA_1,FOODS_2_010,11521,2.5
CA_1,FOODS_2_010,11522,2.5
CA_1,FOODS_2_010,11523,2.5
CA_1,FOODS_2_010,11524,2.5
CA_1,FOODS_2_010,11525,2.5
CA_1,FOODS_2_010,11526,2.5
CA_1,FOODS_2_010,11527,2.5
CA_1,FOODS_2_010,11528,2.5
CA_1,FOODS_2_010,11529,2.5
CA_1,FOODS_2_010,11530,2.5
CA_1,FOODS_2_010,11531,2.5
CA_1,FOODS_2_010,11532,2.5
CA_1,FOODS_2_010,11533,2.5
CA_1,FOODS_2_010,11534,2.5
CA_1,FOODS_2_010,11535,2.5
CA_1,FOODS_2_010,11536,2.5
CA_1,FOODS_2_010,11537,2.5
CA_1,FOODS_2_010,11538,2.5
CA_1,FOODS_2_010,11539,2.5
CA_1,FOODS_2_010,11540,2.5
CA_1,FOODS_2_010,11541,2.5
CA_1,FOODS_2_010,11542,2.5
CA_1,FOODS_2_010,11543,2.5
CA_1,FOODS_2_010,11544,2.5
CA_1,FOODS_2_010,11545,2.5
CA_1,FOODS_2_010,11546,2.5
CA_1,FOODS_2_010,11547,2.5
CA_1,FOODS_2_010,11548,2.5
CA_1,FOODS_2_010,11549,2.5
CA_1,FOODS_2_010,11550,2.5
CA_1,FOODS_2_010,11551,2.5
CA_1,FOODS_2_010,11552,2.5
CA_1,FOODS_2_010,11601,2.5
CA_1,FOODS_2_010,11602,2.5
CA_1,FOODS_2_010,11603,2.5
CA_1,FOODS_2_010,11604,2.5
CA_1,FOODS_2_010,11605,2.5
CA_1,FOODS_2_010,11606,2.5
CA_1,FOODS_2_010,11607,2.5
CA_1,FOODS_2_010,11608,2.5
CA_1,FOODS_2_010,11609,2.5
CA_1,FOODS_2_010,11610,2.5
CA_1,FOODS_2_010,11611,2.5
CA_1,FOODS_2_010,11612,2.5
CA_1,FOODS_2_010,11613,2.5
CA_1,FOODS_2_010,11614,2.5
CA_1,FOODS_2_010,11615,2.5
CA_1,FOODS_2_010,11616,2.5
CA_1,FOODS_2_010,11617,2.5
CA_1,FOODS_2_010,11618,2.5
CA_1,FOODS_2_010,11619,2.5
CA_1,FOODS_2_010,11620,2.5
CA_1,FOODS_2_010,11621,2.5
TX_2,HOBBIES_1_001,11521,8.26
TX_2,HOBBIES_1_001,11522,8.26
TX_2,HOBBIES_1_001,11523,8.26
TX_2,HOBBIES_1_001,11524,8.26
TX_2,HOBBIES_1_001,11525,8.26
TX_2,HOBBIES_1_001,11526,8.26
TX_2,HOBBIES_1_001,11527,8.26
TX_2,HOBBIES_1_001,11528,8.26
TX_2,HOBBIES_1_001,11529,8.26
TX_2,HOBBIES_1_001,11530,8.26
TX_2,HOBBIES_1_001,11531,8.26
TX_2,HOBBIES_1_001,11532,8.26
TX_2,HOBBIES_1_001,11533,8.26
TX_2,HOBBIES_1_001,11534,8.26
TX_2,HOBBIES_1_001,11535,8.26
TX_2,HOBBIES_1_001,11536,8.26
TX_2,HOBBIES_1_001,11537,8.26
TX_2,HOBBIES_1_001,11538,8.26
TX_2,HOBBIES_1_001,11539,8.26
TX_2,HOBBIES_1_001,11540,8.26
TX_2,HOBBIES_1_001,11541,8.26
TX_2,HOBBIES_1_001,11542,8.26
TX_2,HOBBIES_1_001,11543,8.26
TX_2,HOBBIES_1_001,11544,8.26
TX_2,HOBBIES_1_001,11545,8.26
TX_2,HOBBIES_1_001,11546,8.26
TX_2,HOBBIES_1_001,11547,8.26
TX_2,HOBBIES_1_001,11548,8.26
TX_2,HOBBIES_1_001,11549,8.26
TX_2,HOBBIES_1_001,11550,8.26
TX_2,HOBBIES_1_001,11551,8.26
TX_2,HOBBIES_1_001,11552,8.26
TX_2,HOBBIES_1_001,11601,8.26
TX_2,HOBBIES_1_001,11602,8.26
TX_2,HOBBIES_1_001,11603,8.26
TX_2,HOBBIES_1_001,11604,8.26
TX_2,HOBBIES_1_001,11605,8.26
TX_2,HOBBIES_1_001,11606,8.26
TX_2,HOBBIES_1_001,11607,8.26
TX_2,HOBBIES_1_001,11608,8.26
TX_2,HOBBIES_1_001,11609,8.26
TX_2,HOBBIES_1_001,11610,8.26
TX_2,HOBBIES_1_001,11611,8.26
TX_2,HOBBIES_1_001,11612,8.26
TX_2,HOBBIES_1_001,11613,8.26
TX_2,HOBBIES_1_001,11614,8.26
TX_2,HOBBIES_1_001,11615,8.26
TX_2,HOBBIES_1_001,11616,8.26
TX_2,HOBBIES_1_001,11617,8.26
TX_2,HOBBIES_1_001,11618,8.26
TX_2,HOBBIES_1_001,11619,8.26
TX_2,HOBBIES_1_001,11620,8.26
TX_2,HOBBIES_1_001,11621,8.26
TX_2,HOBBIES_1_002,11521,3.97
TX_2,HOBBIES_1_002,11522,3.97
TX_2,HOBBIES_1_002,11523,3.97
TX_2,HOBBIES_1_002,11524,3.97
TX_2,HOBBIES_1_002,11525,3.97
TX_2,HOBBIES_1_002,11526,3.97
TX_2,HOBBIES_1_002,11527,3.97
TX_2,HOBBIES_1_002,11528,3.97
TX_2,HOBBIES_1_002,11529,3.97
TX_2,HOBBIES_1_002,11530,3.97
TX_2,HOBBIES_1_002,11531,3.97
TX_2,HOBBIES_1_002,11532,3.97
TX_2,HOBBIES_1_002,11533,3.97
TX_2,HOBBIES_1_002,11534,3.97
TX_2,HOBBIES_1_002,11535,3.97
TX_2,HOBBIES_1_002,11536,3.97
TX_2,HOBBIES_1_002,11537,3.97
TX_2,HOBBIES_1_002,11538,3.97
TX_2,HOBBIES_1_002,11539,3.97
TX_2,HOBBIES_1_002,11540,3.97
TX_2,HOBBIES_1_002,11541,3.97
TX_2,HOBBIES_1_002,11542,3.97
TX_2,HOBBIES_1_002,11543,3.97
TX_2,HOBBIES_1_002,11544,3.97
TX_2,HOBBIES_1_002,11545,3.97
TX_2,HOBBIES_1_002,11546,3.97
TX_2,HOBBIES_1_002,11547,3.97
TX_2,HOBBIES_1_002,11548,3.97
TX_2,HOBBIES_1_002,11549,3.97
TX_2,HOBBIES_1_002,11550,3.97
TX_2,HOBBIES_1_002,11551,3.97
TX_2,HOBBIES_1_002,11552,3.97
TX_2,HOBBIES_1_002,11601,3.97
TX_2,HOBBIES_1_002,11602,3.97
TX_2,HOBBIES_1_002,11603,3.97
TX_2,HOBBIES_1_002,11604,3.97
TX_2,HOBBIES_1_002,11605,3.97
TX_2,HOBBIES_1_002,11606,3.97
TX_2,HOBBIES_1_002,11607,3.97
TX_2,HOBBIES_1_002,11608,3.97
TX_2,HOBBIES_1_002,11609,3.97
TX_2,HOBBIES_1_002,11610,3.97
TX_2,HOBBIES_1_002,11611,3.97
TX_2,HOBBIES_1_002,11612,3.97
TX_2,HOBBIES_1_002,11613,3.97
TX_2,HOBBIES_1_002,11614,3.97
TX_2,HOBBIES_1_002,11615,3.97
TX_2,HOBBIES_1_002,11616,3.97
TX_2,HOBBIES_1_002,11617,3.97
TX_2,HOBBIES_1_002,11618,3.97
TX_2,HOBBIES_1_002,11619,3.97
TX_2,HOBBIES_1_002,11620,3.97
TX_2,HOBBIES_1_002,11621,3.97
TX_2,HOBBIES_2_001,11521,5.47
TX_2,HOBBIES_2_001,11522,5.47
TX_2,HOBBIES_2_001,11523,5.47
TX_2,HOBBIES_2_001,11524,5.47
TX_2,HOBBIES_2_001,11525,5.47
TX_2,HOBBIES_2_001,11526,5.47
TX_2,HOBBIES_2_001,11527,5.47
TX_2,HOBBIES_2_001,11528,5.47
TX_2,HOBBIES_2_001,11529,5.47
TX_2,HOBBIES_2_001,11530,5.47
TX_2,HOBBIES_2_001,11531,5.47
TX_2,HOBBIES_2_001,11532,5.47
TX_2,HOBBIES_2_001,11533,5.47
TX_2,HOBBIES_2_001,11534,5.47
TX_2,HOBBIES_2_001,11535,5.47
TX_2,HOBBIES_2_001,11536,5.47
TX_2,HOBBIES_2_001,11537,5.47
TX_2,HOBBIES_2_001,11538,5.47
TX_2,HOBBIES_2_001,11539,5.47
TX_2,HOBBIES_2_001,11540,5.47
TX_2,HOBBIES_2_001,11541,5.47
TX_2,HOBBIES_2_001,11542,5.47
TX_2,HOBBIES_2_001,11543,5.47
TX_2,HOBBIES_2_001,11544,5.47
TX_2,HOBBIES_2_001,11545,5.47
TX_2,HOBBIES_2_001,11546,5.47
TX_2,HOBBIES_2_001,11547,5.47
TX_2,HOBBIES_2_001,11548,5.47
TX_2,HOBBIES_2_001,11549,5.47
TX_2,HOBBIES_2_001,11550,5.47
TX_2,HOBBIES_2_001,11551,5.47
TX_2,HOBBIES_2_001,11552,5.47
TX_2,HOBBIES_2_001,11601,5.47
TX_2,HOBBIES_2_001,11602,5.47
TX_2,HOBBIES_2_001,11603,5.47
TX_2,HOBBIES_2_001,11604,5.47
TX_2,HOBBIES_2_001,11605,5.47
TX_2,HOBBIES_2_001,11606,5.47
TX_2,HOBBIES_2_001,11607,5.47
TX_2,HOBBIES_2_001,11608,5.47
TX_2,HOBBIES_2_001,11609,5.47
TX_2,HOBBIES_2_001,11610,5.47
TX_2,HOBBIES_2_001,11611,5.47
TX_2,HOBBIES_2_001,11612,5.47
TX_2,HOBBIES_2_001,11613,5.47
TX_2,HOBBIES_2_001,11614,5.47
TX_2,HOBBIES_2_001,11615,5.47
TX_2,HOBBIES_2_001,11616,5.47
TX_2,HOBBIES_2_001,11617,5.47
TX_2,HOBBIES_2_001,11618,5.47
TX_2,HOBBIES_2_001,11619,5.47
TX_2,HOBBIES_2_001,11620,5.47
TX_2,HOBBIES_2_001,11621,5.47
TX_2,HOUSEHOLD_1_001,11521,5.97
TX_2,HOUSEHOLD_1_001,11522,5.97
TX_2,HOUSEHOLD_1_001,11523,5.97
TX_2,HOUSEHOLD_1_001,11524,5.97
TX_2,HOUSEHOLD_1_001,11525,5.97
TX_2,HOUSEHOLD_1_001,11526,5.97
TX_2,HOUSEHOLD_1_001,11527,5.97
TX_2,HOUSEHOLD_1_001,11528,5.97
TX_2,HOUSEHOLD_1_001,11529,5.97
TX_2,HOUSEHOLD_1_001,11530,5.97
TX_2,HOUSEHOLD_1_001,11531,5.97
TX_2,HOUSEHOLD_1_001,11532,5.97
TX_2,HOUSEHOLD_1_001,11533,5.97
TX_2,HOUSEHOLD_1_001,11534,5.97
TX_2,HOUSEHOLD_1_001,11535,5.97
TX_2,HOUSEHOLD_1_001,11536,5.97
TX_2,HOUSEHOLD_1_001,11537,5.97
TX_2,HOUSEHOLD_1_001,11538,5.97
TX_2,HOUSEHOLD_1_001,11539,5.97
TX_2,HOUSEHOLD_1_001,11540,5.97
TX_2,HOUSEHOLD_1_001,11541,5.97
